businessZones,city,companyFullName,companyId,companyLabelList,companyLogo,companyShortName,companySize,createTime,deliver,district,education,explain,financeStage,firstType,formatCreateTime,gradeDescription,hitags,imState,industryField,industryLables,isSchoolJob,jobNature,lastLogin,latitude,linestaion,longitude,pcShow,plus,positionAdvantage,positionId,positionLables,positionName,promotionScoreExplain,publisherId,resumeProcessDay,resumeProcessRate,salary,score,secondType,stationname,subwayline,workYear
,杭州,北京深睿博联科技有限责任公司,210070,"股票期权,年底双薪,定期体检,弹性工作",i/image2/M00/0D/A9/CgoB5lnkJWSAYr2ZAANTz-qWqkY686.png,深睿医疗,50-150人,2018-06-14 10:43:02,0,余杭区,硕士,,B轮,开发/测试/运维类,2018-06-14,,,today,"移动互联网,医疗健康",,0,全职,1529660423000,30.27563,,120.002035,0,,"大牛,人性化管理,靠谱团队,技术氛围好",4231432,"图像处理,深度学习,NLP,计算机视觉,算法",深度/机器学习研究员,,199235,1,85,20k-40k,0,数据开发,,,不限
"东新路,大关,上塘",杭州,点我达网络科技有限公司,8169,"扁平管理,弹性工作,软妹子集中营,股票期权",i/image2/M00/2E/08/CgoB5loy3ACAEoaNAAAcTKaXMb4705.png,点我达,500-2000人,2018-06-19 09:46:02,0,下城区,硕士,,D轮及以上,开发/测试/运维类,2018-06-19,,,today,O2O,,0,全职,1529687184000,30.31569396,,120.16579198,0,,大数据；15-18薪，阿里系,4027876,"数据挖掘,深度学习,数据分析,Java,python",机器学习专家,,97493,1,100,30k-50k,0,数据开发,,,1-3年
古荡,杭州,支付宝(杭州)信息技术有限公司,153849,"年底双薪,带薪年假,股票期权,绩效奖金",i/image/M00/1F/54/CgpFT1kRuMmASL74AAAg3WZnNI005.jpeg,蚂蚁金服集团,2000人以上,2018-06-21 18:49:51,0,西湖区,本科,,B轮,开发/测试/运维类,2天前发布,,"年底双薪,17薪,股票期权,免费体检,5险1金,人体工学椅,晋升机制",today,"金融,移动互联网",,0,全职,1529676723000,30.272627000000004,2号线_学院路;2号线_古翠路,120.12578799999999,0,,"金融核心,国际合作,数据算法,新金融",4553583,"深度学习,模式识别,人工智能",机器学习/数据挖掘算法专家,,8813562,0,0,20k-40k,0,数据开发,古翠路,2号线,1-3年
,杭州,杭州安恒信息技术有限公司,6462,"年终分红,股票期权,绩效奖金,五险一金",image1/M00/00/0D/Cgo8PFTUWCSATxVSAADtA-8MgOc118.jpg,安恒信息,500-2000人,2018-06-21 15:22:22,0,滨江区,本科,,不需要融资,开发/测试/运维类,2天前发布,,"电脑补贴,免费体检,地铁周边,6险1金",today,"信息安全 ,数据服务",,0,全职,1529646916000,30.209525,1号线(下沙江滨)_滨和路;1号线(下沙江滨)_江陵路;1号线(临平)_滨和路;1号线(临平)_江陵路,120.21425,0,,"五险一金,带薪年假,节假日福利,国内外旅游",4238510,,机器学习/数据挖掘工程师,,6557608,3,100,18k-25k,0,数据开发,江陵路,1号线(下沙江滨),3-5年
西兴,杭州,浙江天垂科技有限公司,211574,"全新MAC,24+显示器,硅谷工作机会,股票期权",i/image/M00/33/82/CgpFT1lA0PWAJmDhAABrwy5isHE899.png,TELETRAAN,15-50人,2018-06-20 10:08:05,0,滨江区,硕士,,天使轮,开发/测试/运维类,3天前发布,,,disabled,"数据服务,企业服务",,0,全职,1529657391000,30.20856,1号线(下沙江滨)_滨和路;1号线(下沙江滨)_江陵路;1号线(临平)_滨和路;1号线(临平)_江陵路,120.21181599999998,0,,"股权激励,硅谷团队,前沿技术,双休",4142018,"专家,数据分析,数据挖掘,算法,深度学习",数据科学家/机器学习工程师,,8023287,3,100,25k-50k,0,数据开发,江陵路,1号线(下沙江滨),1-3年
古墩路,杭州,杭州群核信息技术有限公司,10359,"两次加薪,弹性工作,期权丰厚,两次晋升",i/image/M00/99/F9/CgqKkVihLJKAdN3SAADlfbMKMVM348.jpg,酷家乐,500-2000人,2018-06-21 09:52:34,0,拱墅区,本科,,D轮及以上,开发/测试/运维类,2天前发布,,,today,移动互联网,,0,全职,1529686927000,30.293153999999998,,120.10864699999999,0,,做最酷的人工智能,4240422,"数据挖掘,深度学习,大数据",机器学习算法工程师,,131985,1,100,18k-35k,0,数据开发,,,1-3年
西溪,杭州,杭州魔蝎数据科技有限公司,139350,"股票期权,带薪年假,岗位晋升,阿里大牛",i/image2/M00/0E/0F/CgotOVnkgleAET7eAAAmaxPJqF8896.png,魔蝎科技,50-150人,2018-06-21 09:36:29,0,西湖区,本科,,B轮,开发/测试/运维类,2天前发布,,,today,"数据服务,移动互联网",,0,全职,1529676842000,30.285134999999997,,120.06761599999999,0,,"年底多薪,多样团建,股票期权,扁平管理",3313156,"图像处理,人工智能,数据挖掘,建模",机器学习（算法专家）,,5664767,1,100,12k-24k,0,数据开发,,,3-5年
"文一路,西溪,翠苑",杭州,虹亚（南京）多媒体科技有限公司,305247,"年底双薪,绩效奖金,定期体检,带薪年假",i/image/M00/75/3F/CgpFT1pCA6iAMl7HAAANW6-bkhk587.jpg,虹软,500-2000人,2018-06-21 21:22:50,0,西湖区,本科,,不需要融资,开发/测试/运维类,2天前发布,,,today,"移动互联网,信息安全","云计算,OpenStack,python",0,全职,1529662136000,30.290358,2号线_古翠路,120.11626000000001,0,,"优秀团队,完善福利",4101297,"云计算,OpenStack,python",机器学习平台工程师,,9624805,1,90,15K-30K,0,数据开发,古翠路,2号线,不限
,杭州,杭州核新软件技术有限公司,202671,,i/image/M00/21/0F/CgpFT1kVN8uADmirAAAcJbVe5bU708.jpg,同花顺,2000人以上,2018-06-20 10:43:38,0,余杭区,硕士,,上市公司,开发/测试/运维类,3天前发布,,,disabled,"金融,移动互联网",,0,全职,1529629733000,30.291922999999997,,120.045424,0,,"负责人岗位,前沿技术,扎实团队,数据量大",4373502,"算法,深度学习",NLP/机器学习专家,,7925786,1,100,50k-100k,0,数据开发,,,5-10年
古墩路,杭州,杭州逐影科技有限公司,262633,"年底双薪,股票期权,带薪年假,交通补助",i/image3/M00/01/AC/CgpOIFpcUhWAUebGAABBpT92b7c876.jpg,杭州逐影,15-50人,2018-06-21 11:10:26,0,西湖区,硕士,,天使轮,开发/测试/运维类,2天前发布,,,today,移动互联网,,0,全职,1529632224000,30.302561999999998,,120.09699199999999,0,,"五险一金,餐补交通补,弹性工作,年终奖",4096610,"深度学习,人工智能",机器学习算法工程师,,8946470,2,80,22k-35k,0,数据开发,,,不限
