company,education,experience,location,position,salary
广州棒谷,硕士,1-3年,广州,深度学习工程师,11k-22k
柏视医疗,本科,1-3年,广州,算法优化工程师,15k-30k
星飞,本科,3-5年,广州,数据开发工程师（高级）,15k-30k
YY,硕士,3-5年,广州,高级推荐算法工程师,30k-60k
虎彩,本科,不限,广州,数据产品经理/高级数据产品经理,15k-25k
虎彩,本科,不限,广州,NLP算法工程师/高级NLP算法工程师,15k-25k
虎彩,本科,不限,广州,推荐算法工程师,15k-25k
虎彩,本科,不限,广州,算法平台工程师,15k-25k
欢聚时代,硕士,3-5年,广州,高级推荐算法工程师（广州和上海）,30k-60k
玄武科技,本科,1-3年,广州,算法工程师（图像识别）,20k-25k
多益网络,本科,应届生,广州,人工智能及大数据研发工程师,12k-18k
唯品会,本科,3-5年,广州,用户画像产品经理,15k-30k
数说故事,本科,3-5年,广州,高级大数据工程师,15k-25k
小树网络,本科,3-5年,广州,高级数据分析师,6k-12k
亚美科技,本科,3-5年,广州,高级算法工程师,23k-40k
腾讯,本科,3-5年,上海,C++,39k-50k
DataVisor,硕士,3-5年,上海,数据建模工程师,20k-40k
自兴信息,本科,5-10年,上海,ai人工智能兼职讲师,30k-60k
运满满,本科,3-5年,上海,算法策略测试工程师,20k-40k
融拓科技,本科,3-5年,上海,ETL高级工程师,10k-20k
麦宏工贸,本科,3-5年,上海,高级嵌入式软件工程师,15k-30k
上海元趣,本科,1-3年,上海,自然语言处理算法工程师,10k-20k
睿利郡,本科,3-5年,上海,高级嵌入式软件工程师,15k-30k
荟医信息,博士,不限,上海,自然语言处理,20k-40k
荟医信息,博士,1年以内,上海,数据挖掘,20k-40k
通派,本科,3-5年,上海,SLAM算法工程师,25k-40k
通派,本科,3-5年,上海,ADAS/自动驾驶视觉算法工程师,25k-40k
碧虎科技,大专,3-5年,上海,大数据挖掘工程师,15k-30k
趣键,本科,1-3年,上海,数据挖掘,15k-20k
天科科技,本科,1-3年,上海,Python后端开发工程师,10k-18k
运满满,本科,3-5年,上海,算法工程师,30k-60k
饿了么,硕士,5-10年,上海,数据挖掘专家/高级专家/资深专家,40k-80k
runwell,本科,3-5年,上海,大数据开发,18k-25k
卡行天下,本科,3-5年,上海,高级hadoop工程师,15k-30k
杉数科技,硕士,不限,上海,算法工程师（运筹优化或机器学习方向）,15k-30k
杉数科技,本科,5-10年,上海,资深应用架构师,25k-50k
赅推智能,本科,1-3年,上海,数据挖掘,20k-40k
趣头条,硕士,3-5年,上海,资深算法/专家（上海）,35k-70k
合胜科技,本科,1-3年,上海,数据分析师,15k-25k
Kyligence,本科,5-10年,上海,Brand Growth Manager,13k-26k
言通网络科技,大专,1-3年,上海,PHP工程师,8k-16k
上海细微信息,本科,3-5年,上海,算法策略测试工程师,20k-40k
亿腾信息,本科,3-5年,上海,大数据建模分析师,12k-24k
携程旅行网,本科,不限,上海,数据分析师,7k-12k
钛捷,本科,3-5年,上海,机器学习算法工程师,2k-3k
贤广信科,本科,5-10年,上海,自然语言处理工程师（高级）,30k-40k
支付宝,本科,3-5年,上海,ETL工程师,25k-40k
中国东方航空信息部,硕士,应届生,上海,Python,5k-10k
中国东方航空信息部,本科,3-5年,上海,Python,15k-25k
支付宝,本科,1-3年,上海,算法工程师,25k-35k
上海雷塔,本科,5-10年,上海,架构师,15k-30k
盛付通,本科,3-5年,上海,资深个人征信建模专家,15k-30k
拼多多,本科,3-5年,上海,推荐算法工程师,30k-50k
胖猫宝,本科,3-5年,上海,Java研发工程师,10k-15k
达观数据,硕士,应届生,上海,推荐算法研发工程师（校招，17、18届）,12k-18k
上海直真君智,本科,3-5年,上海,算法工程师,12k-24k
好买财富管理,硕士,5-10年,上海,人工智能开发总监,40k-55k
runwell,本科,3-5年,上海,大数据开发工程师,18k-25k
深兰科技,博士,1-3年,上海,计算机博士,30k-60k
返利网,本科,3-5年,上海,资深搜素推荐工程师-ESH0621,30k-40k
岗岭集团,硕士,3-5年,上海,自然语言处理,18k-35k
小i机器人,本科,3-5年,上海,方案顾问,15k-20k
携程旅行网,本科,不限,上海,自然语言处理工程师（个性化推荐）,20k-40k
携程旅行网,本科,不限,上海,NLP算法工程师（导购机器人）,20k-40k
百度,本科,1-3年,上海,高级机器学习/数据挖掘工程师（内容联盟）,20k-40k
恒基中国,本科,3-5年,上海,大数据开发工程师,15k-25k
众安科技,本科,3-5年,上海,图像算法工程师（医疗方向）,20k-40k
上海风述信息科技,大专,1-3年,上海,Python开发工程师,8k-12k
拼多多,本科,1-3年,上海,推荐算法工程师,25k-50k
趣头条,本科,1-3年,上海,算法工程师,40k-80k
巍擎科技,本科,3-5年,上海,产品经理,10k-20k
亿可能源,本科,1-3年,上海,算法开发工程师,15k-25k
蘑菇租房,本科,5-10年,上海,测试工程师,15k-25k
蘑菇租房,大专,5-10年,上海,测试开发,15k-25k
蚂蚁金服,本科,3-5年,上海,数据质量工程师/数据质量专家,20k-40k
蚂蚁金服,本科,3-5年,上海,数据仓库,20k-40k
万达信息,本科,1-3年,上海,自然语言算法工程师,15k-30k
万达信息,本科,1-3年,上海,AI算法研究员,15k-25k
fisksoft,本科,3-5年,上海,R语言架构师,20k-40k
上海燕致深圳分公司,本科,3-5年,上海,量化策略分析师（上海）,15k-30k
上海风述信息科技,本科,不限,上海,Python程序开发,8k-12k
上海风述信息科技,不限,1-3年,上海,Python开发工程师,8k-12k
上海风述信息科技,本科,1-3年,上海,Python开发,10k-20k
上海风述信息科技,本科,1-3年,上海,Python,8k-12k
谷露软件,本科,1-3年,上海,推荐/搜索算法工程师,25k-40k
文思海辉,本科,1-3年,上海,python开发,11k-18k
水象金融,本科,不限,上海,机器学习工程师,20k-40k
豆沙包,本科,5-10年,上海,高级Java开发工程师（大数据、人工智能方向）,25k-40k
晓鹿科技,本科,1-3年,上海,数据分析师,10k-15k
魔笙科技,硕士,不限,上海,深度学习工程师,15k-24k
汇中财富,不限,3-5年,上海,大数据开发工程师,20k-40k
汇中财富,不限,3-5年,上海,资深数据建模工程师,30k-50k
信而富,本科,3-5年,上海,高级算法工程师,20k-40k
木蚁机器人,本科,1-3年,上海,ROS移动机器人算法工程师,8k-15k
上海芃生医疗科技...,本科,3-5年,上海,VR/3D 应用开发组长,13k-21k
证通股份,本科,3-5年,上海,高级爬虫工程师,20k-40k
Finogeeks,本科,5-10年,上海,图像算法工程师,30k-55k
中软国际,本科,1-3年,上海,数据分析师,9k-14k
合胜科技,本科,1-3年,上海,数据分析师,15k-25k
贝米钱包,本科,3-5年,上海,数据挖掘工程师,15k-30k
贝米钱包,本科,5-10年,上海,大数据风控专家,25k-50k
京东集团,博士,5-10年,上海,自然语言处理工程师/专家,30k-60k
百灵鸟,本科,1-3年,上海,算法工程师,25k-50k
上海八维宏烨,本科,3-5年,上海,人工智能讲师,27k-40k
安迎利,本科,3-5年,上海,高级算法工程师,20k-40k
中科金财互联网金融,本科,3-5年,上海,风险策略岗,15k-20k
电信号百,本科,1-3年,上海,大数据算法工程师,10k-15k
宝德,本科,5-10年,上海,大数据技术总监,30k-60k
京东集团,博士,5-10年,上海,高级图像算法工程师/专家,30k-60k
平安银行,本科,1年以内,上海,Java,30k-55k
趣头条,本科,3-5年,上海,资深广告产品经理,20k-40k
饿了么,本科,5-10年,上海,业务架构师（分流调度）,20k-40k
纽劢科技,硕士,应届生,上海,深度学习实习生,5k-10k
仁辉科技,本科,3-5年,上海,数据挖掘工程师,15k-25k
腾讯,硕士,1-3年,上海,图像算法,20k-30k
世纪畅链,本科,1-3年,上海,算法工程师,10k-20k
智慧芽,本科,不限,上海,NLP实习生,5k-6k
上海风述信息科技,大专,3-5年,上海,金融产品经理,15k-25k
上海风述信息科技,大专,3-5年,上海,证券分析师,15k-25k
乂学教育,博士,3-5年,上海,数据科学家Data Scientist,20k-40k
乂学教育,本科,5-10年,上海,资深数据开发工程师,25k-35k
上海爱数,博士,1-3年,上海,高级算法工程师/算法研究员/数据分析师,20k-40k
润客投资,本科,不限,上海,自然语言处理工程师（实习）,3k-4k
闪电降价,本科,1-3年,上海,广告算法工程师,15k-30k
闪电降价,本科,1-3年,上海,推荐算法工程师,15k-30k
第四范式,本科,3-5年,上海,测试开发工程师,15k-25k
竹间智能科技,本科,3-5年,上海,技术研发工程师,20k-40k
竹间智能科技,本科,3-5年,上海,全栈开发工程师,20k-40k
竹间智能科技,本科,3-5年,上海,php开发工程师,20k-35k
腾讯,硕士,5-10年,上海,QQ看点数据挖掘工程师,20k-40k
米领通信,本科,3-5年,上海,大数据算法工程师,20k-21k
CAAD,本科,1-3年,上海,数据分析师,10k-17k
runwell,本科,3-5年,上海,大数据开发,18k-25k
视辰,硕士,3-5年,上海,图像算法工程师,40k-50k
润客投资,本科,1年以内,上海,自然语言处理工程师,12k-17k
中证信用,本科,3-5年,上海,数据科学,30k-60k
中证信用,本科,3-5年,上海,风控和智能决策研发工程师/架构师,20k-35k
第四范式,本科,3-5年,上海,测试开发工程师,15k-30k
上海爱数,博士,1-3年,上海,高级算法工程师,20k-40k
上海有大信息科技,本科,1-3年,上海,数据分析师,12k-20k
hydsoft,本科,1-3年,上海,数据分析师 AI,15k-25k
hydsoft,本科,3-5年,上海,AI算法工程师,17k-22k
闪电降价,本科,1-3年,上海,算法工程师,15k-30k
容大教育,本科,不限,上海,人工智能讲师,20k-40k
方立科技,本科,1-3年,上海,语义工程师,15k-30k
慧逊科技,本科,1-3年,上海,数据分析,13k-20k
上海方芝维信息科技,本科,3-5年,上海,算法工程师（深度学习）,15k-30k
北京联达动力股份公司,本科,不限,上海,算法工程师,20k-40k
迈科金属资源,本科,应届生,上海,数据分析工程师,6k-9k
北风网,大专,1-3年,上海,人工智能算法工程师讲师,30k-35k
北风网,硕士,1-3年,上海,机器学习数据挖掘讲师,30k-35k
北风网,大专,1-3年,上海,人工智能技术顾问,20k-25k
北风网,硕士,1-3年,上海,人工智能讲师,40k-45k
北京世纪天尚,本科,1-3年,上海,Python/R程序开发,8k-14k
放牛娃,本科,1-3年,上海,语义工程师,25k-40k
蚂蚁金服,本科,不限,上海,蚂蚁金服-java研发高级工程师/专家,30k-50k
爱奇艺,本科,3-5年,上海,反作弊算法工程师,20k-40k
爱奇艺,本科,3-5年,上海,视频防盗链算法工程师,20k-40k
爱奇艺,硕士,3-5年,上海,资深算法开发工程师-AI方向,25k-40k
爱奇艺,硕士,3-5年,上海,资深算法研发工程师-AI方向,25k-40k
蚂蚁金服,不限,不限,上海,SRE工程师,15k-30k
Waylens,本科,3-5年,上海,前端工程师,15k-20k
惠锁屏,本科,1-3年,上海,算法工程师,15k-30k
上海至脉豪网络科...,本科,5-10年,上海,技术合伙人,20k-40k
贝壳金控,本科,不限,上海,反欺诈算法工程师,20k-40k
携程旅行网,本科,3-5年,上海,算法经理,30k-50k
聚时科技,硕士,5-10年,上海,高级Python工程师,20k-35k
上海彩亿,本科,3-5年,上海,高级数据分析师,20k-30k
上海彩亿,本科,5-10年,上海,大数据架构师,20k-30k
聚时科技,硕士,5-10年,上海,研发经理,20k-40k
仁辉科技,本科,3-5年,上海,高级数据分析师,15k-25k
达龙云电脑,本科,3-5年,上海,大数据分析师,10k-15k
腾讯,本科,1-3年,上海,推荐算法,25k-50k
腾讯,本科,不限,上海,算法工程师,25k-50k
蜻蜓FM,硕士,5-10年,上海,推荐系统技术专家,25k-50k
第四范式,本科,1-3年,上海,AI金融算法工程师,25k-50k
阿里巴巴集团,本科,3-5年,上海,集团客户体验 Java技术专家,20k-40k
洪朴信息,硕士,1-3年,上海,算法工程师,9k-16k
中联富地,本科,1-3年,上海,人工智能/机器学习开发工程师讲师,18k-35k
中联富地,本科,1-3年,上海,爬虫数据分析师讲师,18k-35k
中联富地,本科,1-3年,上海,深度学习应用开发工程师讲师,18k-35k
中联富地,本科,1-3年,上海,大数据分析师讲师,18k-35k
华服,大专,不限,上海,实习生,2k-4k
北风网,硕士,1-3年,上海,机器学习数据挖掘讲师,30k-35k
北风网,硕士,1-3年,上海,机器学习数据挖掘讲师,40k-45k
上海爱数,硕士,1-3年,上海,推荐算法工程师,15k-20k
达家迎,本科,1-3年,上海,算法工程师,15k-30k
达家迎,本科,3-5年,上海,高级算法工程师,30k-60k
上海芃生医疗科技...,硕士,3-5年,上海,VR 技术经理/总监,13k-23k
CAAD,硕士,1-3年,上海,算法工程师,10k-18k
Cloudin云英,本科,应届生,上海,研发实习生,4k-8k
CAAD,本科,1-3年,上海,算法工程师,10k-16k
众言网络,本科,3-5年,上海,机器学习工程师,15k-30k
世纪怡嘉,本科,1-3年,上海,机器学习工程师,15k-25k
宝能集团汽车研究院,大专,3-5年,上海,大数据开发工程师,10k-18k
和川创新,本科,1-3年,上海,自然语言处理工程师,15k-30k
北风网,本科,1-3年,上海,python讲师/python开发工程师,10k-15k
爱奇艺,硕士,3-5年,上海,推荐算法研究员 & Leader,25k-45k
与善投资,本科,3-5年,上海,技术合伙人,30k-60k
沪江,本科,3-5年,上海,资深自然语言处理研发工程师,30k-50k
暄暄科技,硕士,3-5年,上海,机器学习研究员（NLP/文本挖掘方向）,20k-40k
暄暄科技,本科,3-5年,上海,机器学习研究员（图像/视觉方向）,20k-40k
酷橙游戏,硕士,应届生,上海,AI算法相关实习生,3k-4k
上海崇道数码,硕士,应届生,上海,人工智能实习生,5k-8k
蚂蚁金服,本科,不限,上海,Java工程师/专家/架构师【上海/杭州】,26k-51k
蚂蚁金服,本科,不限,上海,Java工程师/技术专家/架构师【上海/杭州】,26k-52k
弈格思咨询,硕士,1-3年,上海,软件工程师,15k-24k
幻想动力,本科,5-10年,上海,产品经理,30k-60k
哈罗单车,本科,3-5年,上海,资深数据仓库工程师,25k-30k
平安科技,硕士,5-10年,上海,数据挖掘工程师,25k-50k
UPDataHub,硕士,3-5年,上海,人工智能高级专家,30k-50k
合胜科技,本科,1-3年,上海,数据分析师,15k-30k
上海至脉豪网络科...,本科,3-5年,上海,推荐算法,15k-30k
携程旅行网,硕士,1-3年,上海,收益算法工程师,20k-30k
擎创信息,本科,5-10年,上海,技术项目经理,18k-30k
光南,本科,1年以内,上海,机器学习,10k-20k
腾讯,硕士,5-10年,上海,自然语言处理,25k-50k
千岐网络,不限,1-3年,上海,图像处理/机器学习,8k-16k
绿谷人工智能中心,硕士,5-10年,上海,技术经理,30k-50k
唯品会,本科,5-10年,上海,资深大数据开发工程师（java）,23k-45k
北风网,本科,不限,上海,大数据全职或兼职讲师,20k-30k
运满满,本科,3-5年,上海,Java工程师,20k-30k
运满满,硕士,3-5年,上海,算法工程师,20k-40k
蚂蚁金服,本科,3-5年,上海,资深Java工程师(P6/P7)【上海】,18k-35k
蚂蚁金服,本科,5-10年,上海,技术风险平台专家(P7/P8)【上海】,25k-50k
泛微网络,硕士,3-5年,上海,NLP自然语言处理工程师,25k-50k
京东集团,硕士,5-10年,上海,大数据风控（AI）专家,50k-85k
京东集团,硕士,5-10年,上海,人工智能（AI）专家,50k-80k
沪江,硕士,1-3年,上海,资深语音/音频处理研发工程师 (MJ000660),25k-50k
誉渡,本科,3-5年,上海,风险建模师,20k-40k
Udacity,本科,3-5年,上海,机器学习兼职导师,8k-10k
iFcreate,本科,1-3年,上海,Python,10k-15k
和君纵达信息技术公司,本科,5-10年,上海,数据分析师,20k-35k
上海至脉豪网络科...,本科,5-10年,上海,多语言架构师,20k-40k
微盟,不限,1年以内,上海,数据标注员,3k-4k
CAAD,硕士,1-3年,上海,算法工程师,15k-20k
钧正网络,硕士,1-3年,上海,算法工程师,20k-40k
黑湖科技,本科,1-3年,上海,算法工程师,15k-30k
哔哩哔哩,本科,3-5年,上海,自然语言处理高级算法工程师,25k-50k
深兰科技,硕士,3-5年,上海,自动驾驶运动规划算法工程师,25k-50k
智慧芽,本科,1-3年,上海,Java开发工程师,10k-20k
智慧芽,本科,3-5年,上海,高级Java开发工程师,13k-25k
云脑科技,本科,5-10年,上海,中高级Java工程师,20k-40k
云脑科技,本科,1-3年,上海,机器学习算法工程师,18k-36k
云脑科技,本科,应届生,上海,机器学习算法实习生,3k-6k
携程旅行网,本科,5-10年,上海,系统研发(高级)工程师,15k-30k
爱奇艺,硕士,3-5年,上海,算法工程师,25k-45k
爱奇艺,本科,3-5年,上海,业务安全风控系统研发工程师,20k-30k
上海诺奚,本科,1-3年,上海,初级java开发工程师,8k-16k
索思数据,本科,3-5年,上海,大数据开发工程师,10k-20k
蚂蚁金服,本科,不限,上海,平台技术专家,14k-28k
泛微软件,硕士,1-3年,上海,自然语言处理nlp,30k-40k
销售易CRM,本科,3-5年,上海,CRM售前咨询顾问,15k-25k
SoupMaster,本科,5-10年,上海,深度学习研究员/AI算法工程师,30k-35k
饿了么,硕士,不限,上海,算法工程师,20k-40k
智协慧同,硕士,3-5年,上海,车联网大数据分析工程师,15k-30k
英语流利说,硕士,3-5年,上海,自然语言处理,23k-33k
快牛金科,本科,3-5年,上海,数据挖掘（AI方向）,20k-35k
平安壹账通,硕士,3-5年,上海,风控算法工程师,15k-30k
云脑科技,本科,3-5年,上海,机器学习算法工程师,13k-26k
宝德,本科,5-10年,上海,大数据技术总监,30k-50k
拼多多,硕士,1-3年,上海,算法工程师,25k-50k
聚信立,本科,3-5年,上海,系统架构师,30k-45k
爱回收,本科,3-5年,上海,算法工程师,20k-35k
东方头条,本科,3-5年,上海,高级数据挖掘工程师,20k-40k
上海诺奚,本科,3-5年,上海,资深java开发工程师,12k-24k
上海凯石,硕士,5-10年,上海,高级量化分析师,25k-50k
沃秀商业,本科,3-5年,上海,算法研究员,12k-24k
极水网络,本科,5-10年,上海,数据专家,25k-50k
腾讯,本科,3-5年,上海,sng内容平台高级策略算法工程师——NLP方向,20k-35k
腾讯,硕士,3-5年,上海,25927-自然语言处理高级工程师（上海）,29k-58k
擎创信息,硕士,不限,上海,数据科学家,25k-50k
擎创信息,本科,3-5年,上海,算法工程师（算法落地）,25k-35k
嘉银你我贷,硕士,3-5年,上海,数据建模专家,20k-35k
齐家网,本科,3-5年,上海,Python开发工程师,20k-30k
通联数据,博士,3-5年,上海,资深算法工程师,20k-30k
达观数据,本科,3-5年,上海,高级软件工程师,18k-35k
达观数据,本科,3-5年,上海,资深Java工程师,20k-40k
籽微贷,本科,5-10年,上海,高级产品（项目）经理,25k-30k
文思海辉,大专,不限,上海,AI产品运营/经理,8k-10k
芭雅医疗,本科,1-3年,上海,医学大数据分析,6k-12k
百得思维,本科,1-3年,上海,Python/R程序开发,9k-12k
HYPEREAL,本科,3-5年,上海,C++工程师,25k-45k
微杨科技,本科,3-5年,上海,Java高级工程师,12k-24k
知墨教育,博士,不限,上海,人工智能开发,20k-40k
小满信息,不限,不限,上海,数据分析师,10k-15k
百得思维,本科,1-3年,上海,Python/R程序开发,7k-14k
远眸软件,硕士,1-3年,上海,高级机器学习工程师,30k-60k
聚时科技,硕士,5-10年,上海,Python高级研发工程师,20k-35k
北风网,硕士,1-3年,上海,人工智能工程师 / 人工智能讲师,40k-45k
北风网,硕士,1-3年,上海,人工智能讲师,40k-45k
北风网,硕士,1-3年,上海,人工智能讲师,40k-45k
Alten China,本科,1-3年,上海,外派（嵌入式开发）,12k-20k
百得思维,本科,1-3年,上海,Python/R程序开发（上海）,8k-16k
百得思维,本科,1-3年,上海,Python开发（上海）,9k-15k
上海翼依,本科,5-10年,上海,算法专家,30k-60k
上海翼依,硕士,3-5年,上海,自然语言处理,15k-30k
百得思维,本科,1-3年,上海,Python/R程序开发,8k-15k
百得思维,本科,1-3年,上海,Python/R程序开发,9k-18k
智阳网络技术有限公司,本科,5-10年,上海,算法研究员,25k-40k
哲信信息,本科,3-5年,杭州,风控建模专家,30k-40k
哲信信息,本科,5-10年,杭州,风控系统架构师,30k-40k
同盾科技,本科,5-10年,杭州,机器学习资深工程师,20k-30k
哲信信息,本科,3-5年,杭州,风控研发高级工程师,20k-30k
有赞,硕士,5-10年,杭州,数据科学家,25k-50k
华为,本科,3-5年,杭州,高级开发工程师,24k-48k
鸿程系统,本科,不限,杭州,算法分析工程师,8k-15k
阿里巴巴集团,硕士,3-5年,杭州,算法研究员,25k-50k
柯莱特,硕士,不限,杭州,算法工程师,5k-10k
鸿程系统,硕士,不限,杭州,数据挖掘分析工程师,9k-18k
微医集团,本科,不限,杭州,Java(devops方向）,12k-24k
博彦科技,本科,1-3年,杭州,数据分析师,10k-16k
蚂蚁金服,本科,应届生,杭州,Java实习开发工程师,5k-10k
帷幄匠心,本科,3-5年,杭州,软件工程师 - 深度学习,18k-35k
医惠科技,本科,1-3年,杭州,数据分析师,8k-16k
阿里巴巴集团,硕士,1-3年,杭州,自然语言处理,15k-30k
上海网新新思,本科,1-3年,杭州,数据分析师,8k-12k
柯莱特,本科,不限,杭州,AI算法工程师,10k-20k
医惠科技,本科,1-3年,杭州,数据分析师,8k-16k
医惠科技,硕士,3-5年,杭州,NLP算法专家,18k-36k
中定资产,本科,5-10年,杭州,技术总监,30k-45k
法本信息,本科,1-3年,杭州,算法工程师,15k-20k
医惠科技,硕士,1-3年,杭州,算法工程师,12k-24k
博博科技,本科,1-3年,杭州,python工程师,10k-20k
米奥兰特会展,本科,3-5年,杭州,数据挖掘工程师,10k-20k
量知数据,本科,3-5年,杭州,数据开发,10k-20k
阿里巴巴集团,本科,1-3年,杭州,资深测试开发工程师,15k-30k
法本信息,本科,1年以内,杭州,数据分析师,10k-16k
阿里巴巴集团,硕士,3-5年,杭州,高级算法专家,30k-60k
网易,本科,3-5年,杭州,资深数据挖掘工程师,20k-30k
橙鹰,本科,3-5年,杭州,算法研究员,25k-30k
蚂蚁金服,本科,3-5年,杭州,机器学习,40k-80k
法本信息,本科,1-3年,杭州,数据分析师,9k-12k
涂鸦智能,本科,3-5年,杭州,Hadoop,20k-35k
阿里巴巴集团,本科,3-5年,杭州,大数据处理高级开发工程师,20k-35k
桃树科技,硕士,3-5年,杭州,数据科学家(杭州）,30k-50k
真气环保,本科,不限,杭州,机器学习算法工程师实习生,2k-4k
七巧板,本科,5-10年,杭州,架构师,20k-30k
七巧板,本科,5-10年,杭州,JAVA架构师,20k-35k
阿里巴巴集团,不限,1-3年,杭州,数据挖掘专家,40k-60k
朗通,本科,1-3年,杭州,数据分析师,8k-15k
七巧板,本科,5-10年,杭州,JAVA架构师,20k-35k
中奥科技,硕士,不限,杭州,数据分析师,9k-18k
网易,本科,1-3年,杭州,算法研究员,15k-25k
网易杭州,不限,不限,杭州,算法研究员-网易严选,1k-2k
网易杭州,不限,不限,杭州,算法研究员-人工智能事业部,1k-2k
网易杭州,不限,不限,杭州,算法研究员-网易考拉,1k-2k
苏州意能通,博士,1-3年,杭州,算法研究员,25k-40k
嘉云数据,本科,3-5年,杭州,资深算法工程师,20k-40k
阿里巴巴集团,本科,应届生,杭州,19年毕业实习生-Java,10k-20k
杭州金运数据科技,本科,3-5年,杭州,大数据风控技术专家,15k-30k
杭州金运数据科技,本科,3-5年,杭州,大数据/架构师,15k-30k
备胎好车,本科,3-5年,杭州,数据分析师-BTXY17,10k-20k
鲁尔物联,本科,1-3年,杭州,算法研究员,9k-18k
网易,本科,3-5年,杭州,算法系统开发工程师,25k-50k
酷家乐,本科,3-5年,杭州,搜索研发工程师,15k-30k
嘉云数据,不限,3-5年,杭州,高级产品经理（配送方向）,20k-30k
鹏信科技,本科,1-3年,杭州,大数据研发工程师,10k-14k
菜鸟网络,本科,应届生,杭州,【内推】阿里菜鸟国际物流技术部实习生,16k-20k
ArcSoft虹软公司,本科,1-3年,杭州,数据分析师,10k-20k
ArcSoft虹软公司,本科,1-3年,杭州,Camera开发工程师,12k-18k
阿里巴巴集团,本科,3-5年,杭州,Sigma调度架构师或研发专家,20k-40k
爱财集团,本科,5-10年,杭州,大数据架构师,25k-40k
蚂蚁金服,本科,1-3年,杭州,运维开发工程师,20k-40k
蚂蚁金服,本科,不限,杭州,技术风险研发工程师,15k-25k
网易,本科,1-3年,杭州,高级推荐算法工程师（信息流）,20k-30k
华为,本科,3-5年,杭州,机器学习框架开发工程师,18k-36k
联泰系统,本科,3-5年,杭州,数据挖掘算法工程师,15k-25k
贝贝网,硕士,应届生,杭州,算法工程师-实习生,4k-5k
菜鸟网络,不限,3-5年,杭州,大数据开发专家,25k-35k
一知科技,本科,5-10年,杭州,高级产品经理,25k-40k
阿里云,本科,5-10年,杭州,SA解决方案架构师,25k-40k
霖梓控股,本科,1-3年,杭州,数据挖掘工程师,10k-13k
蚂蚁金服,本科,1-3年,杭州,Python,20k-40k
微拍堂,大专,3-5年,杭州,研发工程师,25k-35k
数美,硕士,不限,杭州,深度学习,20k-40k
零眸,本科,3-5年,杭州,图像算法工程师,20k-30k
天琴医疗,博士,不限,杭州,机器学习,15k-25k
曹操专车,本科,5-10年,杭州,资深大数据产品经理,25k-45k
至度科技,本科,3-5年,杭州,数据分析师,15k-30k
网易,硕士,3-5年,杭州,深度学习研究员,25k-50k
联泰系统,本科,1-3年,杭州,数据挖掘算法工程师,10k-20k
中天微,硕士,1-3年,杭州,图像/语音算法工程师,10k-14k
腾展叮咚,本科,3-5年,杭州,数据分析师,15k-25k
阿里巴巴集团,本科,1-3年,杭州,Java资深开发工程师/技术专家,25k-40k
兴贤,本科,3-5年,杭州,图像算法工程师,20k-35k
兴贤,本科,3-5年,杭州,推荐算法工程师,20k-35k
菜鸟网络,不限,5-10年,杭州,系统架构师,30k-50k
兴贤,硕士,5-10年,杭州,大数据总监/大数据团队负责人,40k-60k
兴贤,硕士,5-10年,杭州,数据科学家,40k-55k
结构洞,硕士,3-5年,杭州,AI算法,13k-25k
阿里巴巴集团,本科,5-10年,杭州,IT技术支持,20k-25k
橙瓜,本科,3-5年,杭州,知识图谱工程师,15k-30k
城云科技,本科,1-3年,杭州,人工智能应用开发工程师,13k-20k
美国道富,本科,不限,杭州,数据分析师,3k-4k
联泰系统,本科,3-5年,杭州,数据挖掘算法工程师,10k-20k
微医集团,本科,不限,杭州,Java（风控系统）,15k-25k
钱兔网络,大专,3-5年,杭州,运维工程师,4k-8k
图普科技,硕士,不限,杭州,深度学习,12k-24k
阿里巴巴集团,大专,3-5年,杭州,Web前端，node,16k-32k
鲁尔物联,不限,1-3年,杭州,算法工程师,15k-25k
鲁尔物联,不限,1-3年,杭州,算法研究员,15k-25k
网易杭州,本科,3-5年,杭州,资深数据挖掘工程师,15k-20k
华为,本科,3-5年,杭州,芯片协同设计开发工程师,15k-30k
暄暄科技,硕士,3-5年,杭州,机器学习（NLP/机器学习/文本挖掘）,20k-40k
暄暄科技,硕士,1-3年,杭州,机器学习研究员（图像/视觉方向）,20k-40k
好德投资,硕士,1-3年,杭州,数据挖掘/数据处理/数据分析/算法工程师,15k-25k
网易,本科,3-5年,杭州,算法研究员,15k-30k
深睿医疗,硕士,不限,杭州,深度/机器学习实习生,10k-20k
ZoomVideo,硕士,不限,杭州,视频及图像处理软件工程师,13k-26k
菜鸟网络,大专,3-5年,杭州,Java,20k-40k
阿里巴巴集团,硕士,1-3年,杭州,数据分析师,20k-40k
橙鹰,硕士,3-5年,杭州,视频分析技术专家,30k-50k
淘宝,硕士,1-3年,杭州,新零售行业供应链算法专家,20k-40k
华为,本科,5-10年,杭州,人工智能-深度学习研究员,40k-80k
滴滴出行,本科,3-5年,杭州,深度学习应用工程师,15k-30k
有赞,硕士,5-10年,杭州,数据专家,25k-50k
有赞,本科,3-5年,杭州,技术专家（业务产品方向）,25k-35k
易思维,硕士,1-3年,杭州,深度学习图像视觉算法工程师,13k-26k
ZoomVideo,硕士,1-3年,杭州,算法工程师（反欺诈）,13k-26k
51信用卡管家,硕士,1-3年,杭州,算法工程师（金融）,15k-20k
米奥兰特会展,本科,3-5年,杭州,高级数据分析师,10k-20k
盈盈理财,不限,3-5年,杭州,资深算法 (MJ000199),20k-35k
