company,education,experience,location,position,salary
华为技术有限公司,博士,3-5年,深圳,人工智能-科学家,30k-60k
匠鑫,本科,3-5年,深圳,Python工程师,10k-20k
深圳华为,本科,1-3年,深圳,机器学习,15k-24k
领脉,大专,1-3年,深圳,新媒体推广,5k-8k
华为技术有限公司,本科,3-5年,深圳,人工智能-算法工程师,20k-40k
鲲云科技,硕士,不限,深圳,算法工程师,4k-6k
极视角,硕士,3-5年,深圳,计算机视觉算法工程师,20k-40k
安晓科技,硕士,不限,广州,图像算法,10k-20k
华为,本科,3-5年,深圳,AI开发工程师（神经网络）,18k-36k
云徙科技,本科,5-10年,广州,业务平台架构师,25k-35k
蛋壳物联,大专,3-5年,深圳,深度机器学习工程师,15k-30k
纬目信息,硕士,不限,深圳,算法工程师,28k-38k
网易游戏,硕士,不限,广州,高级开发工程师（AI方向）,15k-30k
金蝶云之家,硕士,3-5年,深圳,自然语言处理算法专家,40k-70k
小库科技,博士,不限,深圳,人工智能科学家,60k-100k
泛纬科技,本科,5-10年,广州,算法总监,30k-50k
小熊游戏,本科,3-5年,深圳,爬虫工程师,15k-30k
本识,本科,1-3年,深圳,算法研究员,8k-14k
美的中央研究院AI,硕士,3-5年,深圳,图像算法工程师,18k-35k
瑞思咨询,本科,3-5年,广州,机器学习平台产品经理,15k-30k
爱尚有为,本科,不限,深圳,自然语言算法工程师,15k-20k
平安科技,本科,3-5年,深圳,数据挖掘（深圳职位）,25k-50k
小库科技,硕士,1-3年,深圳,机器学习算法工程师,30k-60k
小库科技,硕士,1-3年,深圳,深度学习算法工程师,30k-60k
擎创信息,本科,5-10年,深圳,技术项目经理,18k-30k
See,本科,3-5年,深圳,算法/数据挖掘工程师(大数据),25k-50k
See,本科,3-5年,深圳,算法工程师,25k-50k
百度,本科,3-5年,深圳,高级数据挖掘工程师,20k-40k
前海财厚,本科,5-10年,深圳,Java,20k-40k
腾讯,本科,1-3年,深圳,25926-用户画像大数据分析工程师（深圳）,23k-46k
初星科技,硕士,1-3年,广州,高级机器学习工程师,15k-25k
深信服科技,不限,3-5年,深圳,机器学习算法专家,20k-35k
世联评估,本科,3-5年,深圳,数据研发工程师,10k-15k
医时空,本科,3-5年,深圳,中级开发工程师,13k-20k
Webot,硕士,不限,深圳,自然语言处理算法工程师,30k-50k
鹏城建筑设计研究院,本科,3-5年,深圳,搜索引擎工程师,15k-25k
腾讯,硕士,1-3年,深圳,TEG03-数据挖掘工程师（深圳）,28k-56k
诚毅软件,本科,3-5年,广州,数据挖掘工程师,10k-20k
中腾信,本科,1-3年,深圳,大数据,9k-15k
华为技术有限公司,本科,3-5年,深圳,机器学习,40k-80k
腾讯,本科,5-10年,深圳,金融数据研究工程师,20k-40k
销售易CRM,本科,5-10年,深圳,CRM售前咨询总监,30k-50k
销售易CRM,本科,3-5年,深圳,CRM售前咨询顾问,15k-25k
兔展,本科,5-10年,深圳,技术总监,35k-60k
华为,本科,3-5年,深圳,知识图谱工程师,20k-40k
OPPO,本科,5-10年,深圳,风控,25k-50k
回收宝,硕士,3-5年,深圳,AI算法工程师/专家,30k-60k
回收宝,硕士,不限,深圳,图像算法工程师/专家,30k-60k
AKULAKU,硕士,不限,深圳,数据挖掘工程师（社交方向）,15k-30k
高朋,本科,3-5年,深圳,高级大数据开发,18k-35k
武汉大学深圳研究院,本科,3-5年,深圳,算法工程师,25k-35k
思迈特软件,本科,5-10年,广州,数据挖掘工程师,20k-35k
尼莫鱼科技,本科,1-3年,广州,推荐系统高级研发(算法)工程师,20k-25k
梦映动漫,本科,1-3年,广州,算法工程师,10k-20k
云徙科技公司,本科,5-10年,广州,大数据平台架构师,20k-40k
慧博融信,本科,1-3年,深圳,Java大数据开发工程师,13k-23k
云徙科技公司,本科,5-10年,广州,大数据架构师,30k-50k
数沃科技,硕士,1-3年,广州,自然语言处理工程师,15k-22k
虎牙直播,本科,5-10年,广州,混合云平台架构师,35k-50k
WiFi万能钥匙,本科,3-5年,广州,高级推荐算法工程师-gz,20k-40k
华为技术有限公司,本科,3-5年,深圳,机器学习,15k-30k
华为技术有限公司,本科,3-5年,深圳,AI工程师,15k-30k
华为技术有限公司,本科,3-5年,深圳,图像识别工程师,15k-30k
美的中央研究院AI,本科,10年以上,深圳,大数据应用架构师,25k-40k
瑞思咨询,本科,3-5年,广州,机器学习平台研发工程师,15k-30k
vivo,本科,3-5年,深圳,【人工智能平台】JAVA工程师,20k-40k
大辰科技,本科,3-5年,深圳,算法工程师,15k-25k
华为技术有限公司,本科,3-5年,深圳,数据科学家,20k-40k
华为技术有限公司,本科,3-5年,深圳,人工智能-架构师,20k-40k
灵图慧视,硕士,1-3年,深圳,深度学习高级工程师,25k-50k
爱奇艺,硕士,不限,深圳,高级视频编码算法工程师,20k-40k
华为技术有限公司,本科,3-5年,深圳,人工智能/算法-工程师,15k-30k
中民未来,本科,1-3年,广州,游戏数据分析师,10k-16k
货拉拉科技,本科,3-5年,深圳,高级产品经理(数据策略),18k-25k
共筑网络科技,本科,3-5年,深圳,大数据工程师,10k-15k
华通正泰,本科,3-5年,深圳,自然语言处理,35k-45k
奥买家,本科,1-3年,广州,大数据挖掘工程师,15k-30k
华通正泰,本科,5-10年,广州,云端多媒体算法工程师/专家-图像方向,40k-50k
华为技术有限公司,本科,5-10年,深圳,人工智能/大数据,25k-50k
华为技术有限公司,本科,5-10年,深圳,人工智能/大数据,20k-40k
华为技术有限公司,本科,不限,深圳,AI工程师,20k-40k
华为技术有限公司,本科,不限,深圳,AI工程师,20k-40k
天气宝,硕士,3-5年,深圳,量化工程师,15k-30k
华为技术有限公司,博士,3-5年,深圳,深度学习,20k-40k
万得,本科,3-5年,深圳,高级数据平台产品经理,25k-35k
深圳华为,本科,不限,深圳,数据科学家,10k-20k
深圳华为,本科,不限,深圳,人工智能/算法-工程师,10k-20k
浩云科技,硕士,应届生,广州,深度学习算法工程师,9k-18k
深圳华为,本科,不限,深圳,人工智能-架构师,10k-20k
深圳华为,本科,不限,深圳,人工智能-科学家,10k-20k
华为,本科,1-3年,深圳,算法工程师,23k-24k
华为,本科,1-3年,深圳,自然语言处理,35k-36k
健客网,本科,5-10年,广州,Java高级工程师,15k-25k
中康资讯,硕士,1-3年,广州,算法工程师,20k-35k
亿家智宝,不限,不限,深圳,机器学习实习生,12k-13k
华为技术有限公司,本科,1-3年,深圳,机器学习,20k-40k
合刃科技,博士,3-5年,深圳,深度学习算法工程师,30k-60k
小易智投,硕士,5-10年,深圳,人工智能算法专家,25k-40k
OPPO,本科,3-5年,深圳,高级机器学习算法工程师,25k-50k
中国平安人寿,硕士,3-5年,深圳,资深算法工程师,18k-36k
腾讯,本科,3-5年,深圳,金融数据挖掘高级工程师,15k-30k
星舆科技,本科,不限,广州,分布式系统研发工程师,10k-20k
腾讯,本科,3-5年,深圳,金融数据推荐算法工程师,15k-30k
华为技术有限公司,本科,3-5年,深圳,自然语言处理,15k-30k
腾讯,硕士,3-5年,深圳,资产证券化云平台高级风控模型经理,15k-30k
腾讯,硕士,5-10年,深圳,资产证券化云平台金融风控专家,20k-40k
华为技术有限公司,本科,1-3年,深圳,算法工程师,15k-30k
魔数智擎,本科,应届生,深圳,实习前端工程师,3k-6k
腾讯,硕士,1-3年,深圳,NLP算法研究员,15k-25k
视源股份(CVTE),硕士,不限,广州,文档图像分析与识别研究员,18k-30k
美图公司,本科,3-5年,深圳,高级数据平台产品经理,20k-28k
PKFARE比客,本科,3-5年,深圳,数据分析师,12k-23k
华为,本科,5-10年,深圳,图像识别,30k-60k
华为,本科,5-10年,深圳,算法研究员,30k-60k
华为,本科,5-10年,深圳,语音识别,20k-40k
六度人和,本科,3-5年,深圳,大数据开发工程师,20k-30k
华为,本科,3-5年,深圳,深度学习,20k-40k
神州泰岳,本科,3-5年,广州,高级售前工程师-华南营运中心,15k-25k
华为,本科,不限,深圳,机器学习,15k-30k
华为技术有限公司,本科,3-5年,深圳,机器学习,18k-36k
腾讯,硕士,3-5年,深圳,OMG236-腾讯视频推荐算法高级研究员（深圳）,29k-58k
华为技术有限公司,本科,1-3年,深圳,Python,15k-30k
唯品会,本科,3-5年,广州,数据挖掘工程师,20k-40k
腾讯,硕士,1-3年,深圳,25926-自然语言处理算法工程师（深圳）,27k-54k
简亦迅,本科,1年以内,深圳,数据挖掘工程师,8k-12k
广州奥格智能科技,硕士,1-3年,广州,科研项目实施工程师,10k-15k
优地科技,本科,5-10年,深圳,硬件产品经理,10k-15k
高创网络,本科,3-5年,深圳,数据产品经理,24k-35k
vivo,本科,3-5年,深圳,NLP算法工程师,25k-50k
vivo,本科,3-5年,深圳,人工智能平台Spark工程师,25k-50k
vivo,本科,3-5年,深圳,算法工程师 – 搜索广告方向,25k-50k
vivo,本科,3-5年,深圳,人工智能平台JAVA工程师,25k-50k
vivo,本科,3-5年,深圳,人工智能平台Python/Tensorflow工程师,25k-50k
vivo,本科,3-5年,深圳,人工智能平台C++工程师,25k-50k
Ximmerse,本科,5-10年,深圳,视觉算法工程师,20k-30k
JIGUANG极光,本科,1-3年,深圳,数据挖掘工程师,15k-30k
随手科技,硕士,1-3年,深圳,风控算法工程师,10k-20k
华为,本科,3-5年,深圳,机器学习,15k-30k
华资软件,本科,1-3年,广州,Java工程师（AI政务）,8k-15k
深圳华为,本科,5-10年,深圳,机器学习,20k-40k
筑讯科技,本科,3-5年,深圳,高级搜索工程师,15k-25k
百度,硕士,3-5年,深圳,自动驾驶高级研发工程师（系统集成方向）,20k-30k
新德汇,本科,5-10年,广州,架构师,18k-25k
环球易购,本科,5-10年,深圳,资深大数据产品经理,15k-30k
华为,本科,不限,深圳,算法研究员,15k-30k
阿里巴巴集团,本科,5-10年,深圳,资深搜索研发工程师/专家-深圳/杭州/北京,20k-40k
瑞思咨询,大专,3-5年,广州,解决方案工程师,15k-30k
明睿,本科,不限,深圳,NLP算法工程师,20k-35k
酷狗音乐,本科,5-10年,广州,数据挖掘经理,30k-60k
精点数据,本科,1-3年,广州,数据挖掘分析工程师,5k-10k
腾讯,本科,3-5年,广州,数据挖掘工程师,20k-40k
合众投资,本科,3-5年,广州,数据开发,10k-20k
合众投资,本科,3-5年,广州,数据挖掘,10k-20k
太平洋网络,本科,不限,广州,图像识别工程师,10k-15k
广州智数,本科,1-3年,广州,Hadoop,10k-15k
精点数据,本科,1-3年,广州,大数据研发工程师,8k-12k
凌晨网络科技,硕士,3-5年,广州,高级机器学习工程师,12k-24k
香江云科技,本科,1年以内,广州,实施工程师,8k-10k
Entrobus,本科,1-3年,广州,数据产品经理（人工智能方向）,15k-25k
广州智品网络科技公司,硕士,3-5年,广州,机器学习研究,25k-35k
广州多益网络,硕士,1-3年,广州,深度学习研发工程师,15k-25k
鱼数科技,本科,1-3年,广州,爬虫工程师,10k-20k
Locals路客,大专,3-5年,广州,高级产品经理,15k-30k
图普科技,硕士,3-5年,广州,自然语言处理研究员,30k-60k
PonyAI小马智行,本科,1-3年,广州,高级算法工程师- 感知,25k-26k
图普科技,硕士,3-5年,广州,自然语音处理研究员,30k-60k
PonyAI小马智行,本科,1-3年,广州,自动驾驶算法工程师-通才,25k-50k
广州棒谷,本科,1-3年,广州,后台工程师-Python方向,10k-20k
PonyAI小马智行,博士,3-5年,广州,自动驾驶算法研究员,50k-100k
LinkDoc,博士,不限,广州,图像算法工程师,25k-50k
广州智伴,本科,1-3年,广州,自然语言处理,12k-20k
LinkDoc,硕士,不限,广州,深度学习算法工程师,20k-40k
曲速未来,本科,3-5年,广州,AI算法专家 算法研究员,20k-40k
泰绅智品,本科,1年以内,广州,机器学习,4k-8k
融合通信,硕士,3-5年,广州,自然语言处理应用工程师,20k-25k
融合通信,本科,5-10年,广州,机器学习工程师,20k-25k
广业开元,本科,3-5年,广州,大数据挖掘工程师,14k-25k
高新兴科技集团,硕士,3-5年,广州,算法总监/专家,30k-60k
安晓科技,硕士,不限,广州,图像算法,10k-20k
云徙科技,本科,5-10年,广州,业务平台架构师,25k-35k
网易游戏,硕士,不限,广州,高级开发工程师（AI方向）,15k-30k
泛纬科技,本科,5-10年,广州,算法总监,30k-50k
瑞思咨询,本科,3-5年,广州,机器学习平台产品经理,15k-30k
初星科技,硕士,1-3年,广州,高级机器学习工程师,15k-25k
诚毅软件,本科,3-5年,广州,数据挖掘工程师,10k-20k
思迈特软件,本科,5-10年,广州,数据挖掘工程师,20k-35k
尼莫鱼科技,本科,1-3年,广州,推荐系统高级研发(算法)工程师,20k-25k
梦映动漫,本科,1-3年,广州,算法工程师,10k-20k
云徙科技公司,本科,5-10年,广州,大数据平台架构师,20k-40k
云徙科技公司,本科,5-10年,广州,大数据架构师,30k-50k
数沃科技,硕士,1-3年,广州,自然语言处理工程师,15k-22k
虎牙直播,本科,5-10年,广州,混合云平台架构师,35k-50k
WiFi万能钥匙,本科,3-5年,广州,高级推荐算法工程师-gz,20k-40k
瑞思咨询,本科,3-5年,广州,机器学习平台研发工程师,15k-30k
中民未来,本科,1-3年,广州,游戏数据分析师,10k-16k
奥买家,本科,1-3年,广州,大数据挖掘工程师,15k-30k
华通正泰,本科,5-10年,广州,云端多媒体算法工程师/专家-图像方向,40k-50k
浩云科技,硕士,应届生,广州,深度学习算法工程师,9k-18k
健客网,本科,5-10年,广州,Java高级工程师,15k-25k
中康资讯,硕士,1-3年,广州,算法工程师,20k-35k
星舆科技,本科,不限,广州,分布式系统研发工程师,10k-20k
视源股份(CVTE),硕士,不限,广州,文档图像分析与识别研究员,18k-30k
神州泰岳,本科,3-5年,广州,高级售前工程师-华南营运中心,15k-25k
唯品会,本科,3-5年,广州,数据挖掘工程师,20k-40k
广州奥格智能科技,硕士,1-3年,广州,科研项目实施工程师,10k-15k
华资软件,本科,1-3年,广州,Java工程师（AI政务）,8k-15k
新德汇,本科,5-10年,广州,架构师,18k-25k
瑞思咨询,大专,3-5年,广州,解决方案工程师,15k-30k
景心科技,硕士,1-3年,广州,算法工程师,15k-30k
卓动科技,本科,3-5年,广州,数据开发工程师,13k-22k
荔枝,本科,3-5年,广州,数据挖掘工程师（推荐方向）,15k-30k
聚焦网络,本科,3-5年,广州,AI人工智能工程师,10k-20k
公瑾科技广州分公司,本科,5-10年,广州,Java架构师,15k-25k
景心科技,本科,1-3年,广州,大数据软件开发工程师,13k-26k
青蜂信息,本科,3-5年,广州,大数据开发工程师,15k-25k
赛睿企业,硕士,3-5年,广州,算法专家,40k-50k
浩瀚汇通,本科,3-5年,广州,AI算法专家（机器学习）,16k-32k
MELUX,本科,3-5年,广州,机器学习开发工程师,10k-15k
视源股份(CVTE),硕士,1-3年,广州,数据挖掘,15k-30k
传智播客,大专,1-3年,广州,python数据分析及机器学习讲师,20k-30k
传智播客,大专,1-3年,广州,Python导师,14k-20k
图普科技,硕士,不限,广州,深度学习,13k-26k
图普科技,硕士,不限,广州,深度学习,13k-26k
神州泰岳,本科,3-5年,广州,售前工程师,10k-20k
漫道科技,本科,1-3年,广州,大数据研发工程师,10k-12k
广州奥格智能科技,本科,1-3年,广州,高级C#开发工程师,10k-16k
中康资讯,硕士,1-3年,广州,数据挖掘,20k-35k
爱孕记,本科,不限,广州,深度学习,15k-20k
Entrobus,本科,1-3年,广州,数据分析师,8k-15k
Entrobus,本科,1-3年,广州,算法工程师（机器学习）,10k-20k
唯品会,本科,5-10年,广州,数据资深产品经理（有AI或广告经验也可）,25k-50k
视源股份(CVTE),本科,不限,广州,CVTE中央研究院--语音合成,15k-30k
卓动科技,本科,3-5年,广州,大数据开发工程师,12k-20k
联合永道,大专,1-3年,广州,大数据开发工程师,10k-15k
租租车,本科,1-3年,广州,大数据算法工程师,12k-24k
聚焦网络,本科,3-5年,广州,爬虫工程师,10k-20k
合立正通,本科,1-3年,广州,广告数据支持主管,6k-10k
腾讯,硕士,3-5年,广州,微信公众平台数据挖掘工程师,25k-50k
酷狗音乐,本科,不限,广州,数据研发工程师,15k-30k
御银金融,大专,3-5年,广州,人脸识别算法工程师,8k-15k
美的,硕士,3-5年,广州,人工智能工程师,20k-30k
紫光云,本科,3-5年,广州,数据产品经理,10k-15k
唯品会,本科,5-10年,广州,数据挖掘工程师,25k-50k
唯品会,本科,5-10年,广州,数据挖掘工程师,25k-50k
米多科技,大专,3-5年,广州,数据开发工程师(JAVA),15k-30k
数沃科技,硕士,1-3年,广州,算法工程师,12k-22k
视源股份(CVTE),硕士,1-3年,广州,NLP算法工程师,16k-25k
唯品会,本科,3-5年,广州,个性化推荐算法工程师,23k-46k
阿里巴巴-UC,本科,1-3年,广州,阿里移动国际-资深推荐算法工程师/专家,20k-40k
广州尚学堂,大专,3-5年,广州,人工智能讲师,10k-18k
视源股份(CVTE),硕士,不限,广州,视觉图像算法工程师,15k-30k
太平洋网络,本科,不限,广州,web开发工程师（机器学习方向）,10k-15k
太平洋网络,本科,不限,广州,web开发工程师（图片识别方向）,10k-15k
诗悦网络,本科,1-3年,广州,广告算法工程师,10k-15k
广州讯码,硕士,不限,广州,AI开发实习生,5k-8k
果冻,本科,3-5年,广州,数据开发工程师,13k-22k
100教育,本科,5-10年,广州,高级语音识别开发工程师,20k-40k
轩辕网络,硕士,不限,广州,自然语言处理工程师,15k-30k
轩辕网络,硕士,1-3年,广州,自然语言处理工程师,15k-30k
视源股份(CVTE),硕士,不限,广州,深度学习算法工程师,15k-30k
视源股份(CVTE),硕士,不限,广州,图像算法研究员,15k-30k
Mobvista,本科,1-3年,广州,商业数据分析师,10k-20k
广州桓达信息科技,本科,1-3年,广州,Python,6k-10k
锜士智能,博士,10年以上,广州,算法工程师,30k-60k
广州链能,本科,1-3年,广州,数据分析师,7k-9k
广州大象健康科技公司,硕士,不限,广州,算法工程师,12k-24k
阿里巴巴-UC,本科,3-5年,广州,UC事业部-后台开发专家-垂直业务,20k-30k
阿里巴巴-UC,本科,3-5年,广州,UC事业部-云端多媒体算法工程师-图像方向,20k-30k
GIMC省广集团,硕士,5-10年,广州,数据分析师,20k-35k
火烈鸟网络,本科,1-3年,广州,数据挖掘工程师,6k-11k
果冻游戏,本科,5-10年,广州,数据开发工程师,15k-25k
红橙大数据,本科,3-5年,广州,人脸识别工程师,30k-50k
广州大象健康科技公司,本科,3-5年,广州,算法工程师,15k-30k
中地会,本科,1-3年,广州,爬虫开发工程师,8k-15k
三七互娱,本科,不限,广州,数据挖掘工程师,15k-30k
腾讯,本科,1-3年,广州,MIG-数据挖掘工程师,25k-50k
腾讯,本科,1-3年,广州,MIG-NLP算法研究,25k-50k
广州智品网络科技公司,硕士,1-3年,广州,自然语言处理,20k-40k
思迈特软件,硕士,3-5年,广州,机器学习专家,25k-50k
图普科技,博士,1-3年,广州,深度学习研究员,40k-80k
中民未来,本科,1-3年,广州,高级自然语言算法工程师,20k-25k
江融信,大专,5-10年,广州,java高级开发工程师,18k-30k
江融信,大专,3-5年,广州,前端研发工程师,15k-20k
江融信,大专,1-3年,广州,前端研发工程师,9k-13k
广州多益网络,本科,1-3年,广州,数据挖掘工程师,10k-20k
广州奥格智能科技,本科,1-3年,广州,算法工程师,7k-14k
恒企教育,硕士,1-3年,广州,课程高级研究员（人工智能）,10k-20k
广州讯码,硕士,不限,广州,图像识别算法实习生,5k-8k
北京创数纪,大专,3-5年,广州,机器学习工程师,15k-25k
北京创数纪,本科,1-3年,广州,算法工程师,15k-25k
北京创数纪,本科,3-5年,广州,大数据工程师,20k-30k
100教育,硕士,不限,广州,语音识别工程师,20k-35k
腾讯,硕士,5-10年,广州,NLP算法研究,110k-120k
LinkDoc,硕士,不限,广州,机器学习工程师,20k-40k
美人信息,本科,3-5年,广州,推荐算法工程师,25k-40k
众聚互娱,本科,1-3年,广州,算法工程师,15k-30k
视云融聚,本科,1-3年,广州,AI工程师,10k-20k
凯通科技,大专,1-3年,广州,AI开发工程师,14k-28k
汇电云联,本科,1-3年,广州,算法工程师,10k-15k
汇电云联,本科,3-5年,广州,大数据开发工程师,20k-30k
唯品会,本科,1-3年,广州,数据挖掘,20k-40k
花生日记,本科,不限,广州,数据分析师,15k-30k
BIGO,本科,5-10年,广州,网络安全架构师,30k-60k
唯品会,硕士,3-5年,广州,算法工程师,25k-50k
聚电互联网,本科,3-5年,广州,Java架构师（大数据方向）,18k-30k
网跃科技,本科,1-3年,广州,算法工程师,13k-25k
网跃科技,本科,1-3年,广州,棋牌AI算法工程师,15k-25k
洁特生物,本科,3-5年,广州,后台开发专家-UC,20k-40k
BIGO,硕士,1-3年,广州,视觉深度学习（广州）,20k-40k
钱大妈农产品有限公司,本科,5-10年,广州,大数据分析算法架构师,18k-30k
蚂蚁金服,本科,1-3年,广州,JAVA开发工程师/风险研发工程师,20k-35k
科迪新汇,大专,1-3年,广州,大数据开发工程师,9k-18k
江融信,大专,3-5年,广州,java中级开发工程师,14k-20k
至真信息,本科,3-5年,广州,高级算法工程师,20k-40k
至真信息,硕士,5-10年,广州,算法技术总监,25k-50k
奥买家,本科,1-3年,广州,Python,15k-30k
领宏信息,本科,1-3年,广州,架构师,11k-22k
多益网络,本科,1-3年,广州,游戏AI算法工程师,10k-20k
南方+,本科,3-5年,广州,大数据高级工程师,16k-32k
欢聚时代,硕士,1-3年,广州,语音算法（深度学习）,25k-50k
猛虎科技,本科,3-5年,广州,Android开发工程师,8k-15k
广东傲智,硕士,1-3年,广州,人工智能算法工程师,13k-26k
卓动科技,本科,3-5年,广州,数据平台研发工程师,13k-22k
卓动科技,本科,1-3年,广州,大数据开发工程师,13k-25k
F5未来商店,不限,不限,广州,Python开发工程师,10k-15k
找原料网,本科,3-5年,广州,数据开发工程师,12k-16k
索信达,本科,5-10年,广州,数据分析师/数据挖掘师（高级）,15k-30k
广州基谷,本科,3-5年,广州,PHP,8k-13k
亚美科技,本科,5-10年,广州,ＡＩ工程师,25k-32k
西洋汇,本科,1-3年,广州,中级算法工程师,10k-20k
健客,本科,3-5年,广州,机器学习高级工程师,15k-25k
唯品会,本科,3-5年,广州,算法工程师（高级、资深）,30k-60k
阿里巴巴-UC,本科,不限,广州,基础研发部-推荐算法工程师,12k-24k
中移互联网,本科,3-5年,广州,数据分析师,10k-15k
一智通供应链,本科,1-3年,广州,算法工程师,15k-25k
一智通供应链,本科,3-5年,广州,算法架构师,25k-50k
虎彩,本科,3-5年,广州,物联网算法工程师,15k-25k
欢聚时代,本科,应届生,广州,推荐算法工程师,27k-35k
欢聚时代,硕士,应届生,广州,图像算法工程师（深度学习）,27k-35k
阿里巴巴集团,硕士,1-3年,广州,人工智能研发工程师/专家,20k-40k
尚医云,硕士,1-3年,广州,算法工程师,15k-25k
网易游戏,本科,1-3年,广州,运维开发工程师（数据分析方向）,15k-25k
至真信息,硕士,5-10年,广州,资深算法总监,20k-40k
至真信息,本科,5-10年,广州,高级算法工程师,15k-25k
恒企教育,本科,1-3年,广州,Python工程师,9k-18k
广州基谷,大专,3-5年,广州,Java开发工程师,8k-16k
欢聚时代,本科,5-10年,广州,数据挖掘,20k-40k
棒谷,本科,1-3年,广州,自然语言处理工程师,15k-20k
开睿迪,大专,1年以内,广州,机器学习,6k-7k
广州寄锦教育,本科,3-5年,广州,AI算法工程师,15k-30k
众聚互娱,本科,5-10年,广州,图像算法工程师,20k-35k
一呼百应,大专,不限,广州,数据分析,1k-2k
至真信息,本科,5-10年,广州,算法总监,25k-50k
阿里巴巴集团,硕士,5-10年,广州,新媒体事业群-推荐算法专家,35k-55k
阿里巴巴集团,硕士,5-10年,广州,新媒体事业群-内容理解高级算法专家,35k-55k
多益网络,硕士,不限,广州,深度学习研发工程师,17k-30k
YY,硕士,1-3年,广州,深度学习工程师,20k-40k
欢聚时代,本科,3-5年,广州,Java高级开发工程师（大数据方向）,17k-33k
BIGO,本科,3-5年,广州,信息安全架构师,40k-80k
文思海辉技术,本科,3-5年,广州,大数据开发,15k-20k
广州思淘,不限,不限,广州,网站开发程序员,15k-16k
领宏信息,本科,1-3年,广州,架构师,15k-30k
众聚互娱,硕士,应届生,广州,图像算法工程师（实习生）,6k-12k
千锋教育,本科,1-3年,广州,python讲师,18k-30k
掌上快销,大专,3-5年,广州,高级大数据开发工程师,15k-23k
手盟网络,本科,1-3年,广州,算法工程师,10k-20k
卓动科技,本科,1-3年,广州,数据挖掘工程师,8k-15k
广东盟讯,大专,5-10年,广州,系统架构师（JAVA大数据方向）,25k-30k
虎牙直播,硕士,不限,广州,机器学习,20k-40k
reborn新生餐饮,不限,不限,广州,iOS,10k-11k
视源股份(CVTE),本科,不限,广州,中央研究院-数据挖掘方向-研究员/工程师,15k-30k
恒企教育,本科,1-3年,广州,Python课程设计,10k-20k
图普科技,硕士,3-5年,广州,高级深度学习工程师,20k-40k
红橙大数据,本科,3-5年,广州,机器视觉工程师（深度学习方向）,15k-25k
腾讯,本科,1-3年,广州,MIG08-推荐算法工程师（广州）,30k-60k
腾讯,本科,1-3年,广州,MIG08-APP挖掘工程师（广州）,30k-60k
腾讯,本科,3-5年,广州,MIG08-高级推荐算法工程师（腾讯wifi管家）,30k-60k
腾讯,本科,1-3年,广州,MIG08-数据挖掘工程师(广州)(腾讯WiFi管家),30k-60k
腾讯,本科,1-3年,广州,MIG08-数据挖掘工程师（广州）,30k-60k
一智通供应链,本科,5-10年,广州,架构师,25k-35k
欧一控股,本科,3-5年,广州,技术经理,10k-15k
数说故事,本科,1-3年,广州,大数据工程师,10k-20k
一智通供应链,本科,5-10年,广州,算法架构师,25k-35k
腾讯,硕士,1-3年,广州,数据挖掘工程师,25k-50k
协手,本科,1-3年,广州,数据分析师,7k-14k
MELUX,本科,3-5年,广州,资深NLP算法工程师,20k-35k
滴滴出行,本科,3-5年,广州,高级后端研发工程师,25k-50k
恒企教育,本科,1-3年,广州,知识图谱工程师,15k-30k
欧一控股,本科,5-10年,广州,技术经理（大数据）,10k-20k
阿里巴巴-UC,本科,3-5年,广州,产品经理-算法模型/机器学习方向-广州,15k-30k
阿里巴巴-UC,本科,3-5年,广州,UC事业群-前端技术专家-UC头条,20k-35k
浩动游戏,本科,3-5年,广州,数据开发工程师（高级）,18k-25k
租租车,本科,1-3年,广州,大数据算法工程师,12k-24k
浩动游戏,大专,3-5年,广州,数据开发工程师（高级）,18k-25k
一智通供应链,本科,5-10年,广州,大数据架构师,25k-35k
欢聚时代,本科,3-5年,广州,高级图像算法工程师,30k-60k
恒企教育,大专,不限,广州,人工智能算法工程师,15k-30k
一呼百应,大专,不限,广州,数据开发,1k-2k
广州索答,不限,不限,广州,声纹识别算法工程师,20k-40k
汇冠股份,硕士,不限,广州,高级算法研究员,20k-30k
汇电云联,本科,3-5年,广州,Java架构师 （大数据）,20k-30k
舜飞科技,本科,1-3年,广州,大数据开发,12k-20k
多益网络,本科,1-3年,广州,游戏AI算法工程师,12k-24k
多益网络,本科,1-3年,广州,数据挖掘工程师,8k-16k
掌上快销,大专,1-3年,广州,数据开发（大数据）,13k-20k
酷狗音乐,本科,3-5年,广州,高级数据挖掘工程师,25k-45k
PPmoney万惠,硕士,3-5年,广州,算法副总监（北京/广州） (MJ000481),25k-40k
乔韵集团,博士,不限,广州,高级算法工程师,30k-50k
PPmoney万惠,不限,1-3年,广州,算法工程师（广州） (MJ000774),15k-30k
PPmoney万惠,本科,1-3年,广州,风险数据分析师 (MJ000773),12k-18k
PPmoney万惠,本科,3-5年,广州,风险建模经理,20k-30k
恒企教育,本科,1-3年,广州,知识图谱工程师,15k-30k
阿里巴巴-UC,本科,3-5年,广州,阿里移动 - UC头条Android技术专家,20k-40k
阿里巴巴-UC,本科,3-5年,广州,阿里移动 - UC头条前端技术专家,20k-35k
米多科技,大专,1-3年,广州,数据分析工程师,10k-20k
腾讯,硕士,3-5年,广州,小程序算法工程师（广州）,30k-60k
GIMC省广集团,本科,1-3年,广州,大数据开发工程师,10k-20k
指舞网络-互联网服务,不限,3-5年,广州,架构师,20k-40k
